,branch,city,cust_type,gender,type,unit_price,quantity,date,time,payment,cost,gross_income,rating,month,day,day_of_week,hour
635,A,Cairo,Member,Female,Home and lifestyle,37.44,6,2019-02-06,13:55:00,Credit card,224.64,11.232,5.9,2,6,2,13
51,C,Alexandria,Member,Female,Health and beauty,28.5,8,2019-02-06,14:24:00,Cash,228.0,11.4,6.6,2,6,2,14
974,B,Ismailia,Member,Male,Health and beauty,25.9,10,2019-02-06,14:51:00,eWallet,259.0,12.95,8.7,2,6,2,14
885,B,Ismailia,Member,Male,Electronic accessories,50.45,6,2019-02-06,15:16:00,Credit card,302.7,15.135,8.9,2,6,2,15
769,B,Ismailia,Member,Female,Food and beverages,20.01,9,2019-02-06,15:47:00,eWallet,180.09,9.0045,4.1,2,6,2,15
614,C,Alexandria,Member,Male,Fashion accessories,96.98,4,2019-02-06,17:20:00,eWallet,387.92,19.396,9.4,2,6,2,17
311,B,Ismailia,Member,Female,Fashion accessories,14.48,4,2019-02-06,18:07:00,eWallet,57.92,2.896,4.5,2,6,2,18
190,A,Cairo,Normal,Female,Health and beauty,35.68,5,2019-02-06,18:33:00,Credit card,178.4,8.92,6.6,2,6,2,18
340,C,Alexandria,Member,Male,Home and lifestyle,35.81,5,2019-02-06,18:44:00,eWallet,179.05,8.9525,7.9,2,6,2,18
945,B,Ismailia,Normal,Male,Electronic accessories,22.95,10,2019-02-06,19:20:00,eWallet,229.5,11.475,8.2,2,6,2,19
502,C,Alexandria,Normal,Male,Health and beauty,89.75,1,2019-02-06,20:05:00,Credit card,89.75,4.4875,6.6,2,6,2,20
444,A,Cairo,Normal,Female,Home and lifestyle,93.12,8,2019-02-07,10:09:00,Cash,744.96,37.248,6.8,2,7,3,10
399,A,Cairo,Normal,Female,Electronic accessories,28.96,1,2019-02-07,10:18:00,Credit card,28.96,1.448,6.2,2,7,3,10
661,A,Cairo,Normal,Male,Health and beauty,89.6,8,2019-02-07,11:28:00,eWallet,716.8,35.84,6.6,2,7,3,11
898,B,Ismailia,Member,Female,Food and beverages,54.36,10,2019-02-07,11:28:00,Credit card,543.6,27.18,6.1,2,7,3,11
590,C,Alexandria,Normal,Male,Home and lifestyle,16.67,7,2019-02-07,11:36:00,eWallet,116.69,5.8345,7.4,2,7,3,11
646,C,Alexandria,Normal,Female,Fashion accessories,60.41,8,2019-02-07,12:23:00,eWallet,483.28,24.164,9.6,2,7,3,12
351,C,Alexandria,Member,Male,Electronic accessories,65.94,4,2019-02-07,13:05:00,Credit card,263.76,13.188,6.9,2,7,3,13
561,A,Cairo,Member,Female,Sports and travel,45.58,1,2019-02-07,14:13:00,Cash,45.58,2.279,9.8,2,7,3,14
850,C,Alexandria,Member,Male,Sports and travel,10.17,1,2019-02-07,14:15:00,Cash,10.17,0.5085,5.9,2,7,3,14
681,C,Alexandria,Normal,Male,Health and beauty,58.95,10,2019-02-07,14:27:00,eWallet,589.5,29.475,8.1,2,7,3,14
883,C,Alexandria,Normal,Female,Electronic accessories,40.86,8,2019-02-07,14:38:00,Credit card,326.88,16.344,6.5,2,7,3,14
11,B,Ismailia,Normal,Female,Electronic accessories,57.91,8,2019-02-07,15:06:00,Cash,463.28,23.164,8.1,2,7,3,15
408,B,Ismailia,Normal,Male,Electronic accessories,46.02,6,2019-02-07,15:55:00,Cash,276.12,13.806,7.1,2,7,3,15
182,A,Cairo,Normal,Male,Food and beverages,43.19,10,2019-02-07,16:48:00,eWallet,431.9,21.595,8.2,2,7,3,16
672,C,Alexandria,Member,Female,Fashion accessories,43.46,6,2019-02-07,17:55:00,eWallet,260.76,13.038,8.5,2,7,3,17
801,C,Alexandria,Normal,Male,Fashion accessories,86.13,2,2019-02-07,17:59:00,Cash,172.26,8.613,8.2,2,7,3,17
130,C,Alexandria,Normal,Female,Food and beverages,16.48,6,2019-02-07,18:23:00,eWallet,98.88,4.944,9.9,2,7,3,18
963,B,Ismailia,Normal,Male,Home and lifestyle,22.02,9,2019-02-07,18:48:00,Cash,198.18,9.909,6.8,2,7,3,18
342,B,Ismailia,Normal,Female,Fashion accessories,63.71,5,2019-02-07,19:30:00,eWallet,318.55,15.9275,8.5,2,7,3,19
522,B,Ismailia,Normal,Male,Electronic accessories,79.39,10,2019-02-07,20:24:00,Cash,793.9,39.695,6.2,2,7,3,20
339,A,Cairo,Normal,Male,Sports and travel,86.31,7,2019-02-08,10:37:00,eWallet,604.17,30.2085,5.3,2,8,4,10
782,B,Ismailia,Member,Male,Home and lifestyle,46.47,4,2019-02-08,10:53:00,Cash,185.88,9.294,7.0,2,8,4,10
85,B,Ismailia,Normal,Female,Home and lifestyle,16.37,6,2019-02-08,10:58:00,Cash,98.22,4.911,7.0,2,8,4,10
544,B,Ismailia,Normal,Female,Sports and travel,90.28,9,2019-02-08,11:15:00,eWallet,812.52,40.626,7.2,2,8,4,11
821,A,Cairo,Member,Male,Fashion accessories,19.7,1,2019-02-08,11:39:00,eWallet,19.7,0.985,9.5,2,8,4,11
886,C,Alexandria,Member,Female,Sports and travel,64.97,5,2019-02-08,12:52:00,Credit card,324.85,16.2425,6.5,2,8,4,12
205,C,Alexandria,Member,Female,Fashion accessories,97.21,10,2019-02-08,13:00:00,Credit card,972.1,48.605,8.7,2,8,4,13
312,B,Ismailia,Member,Female,Sports and travel,69.12,6,2019-02-08,13:03:00,Cash,414.72,20.736,5.6,2,8,4,13
423,C,Alexandria,Member,Female,Health and beauty,37.15,7,2019-02-08,13:12:00,Credit card,260.05,13.0025,7.7,2,8,4,13
904,B,Ismailia,Normal,Male,Home and lifestyle,31.75,4,2019-02-08,15:26:00,Cash,127.0,6.35,8.6,2,8,4,15
683,B,Ismailia,Normal,Male,Fashion accessories,33.52,1,2019-02-08,15:31:00,Cash,33.52,1.676,6.7,2,8,4,15
721,A,Cairo,Normal,Male,Fashion accessories,98.98,10,2019-02-08,16:20:00,Credit card,989.8,49.49,8.7,2,8,4,16
26,C,Alexandria,Normal,Male,Fashion accessories,64.26,7,2019-02-09,10:00:00,Cash,449.82,22.491,5.7,2,9,5,10
805,C,Alexandria,Normal,Male,Food and beverages,21.58,1,2019-02-09,10:02:00,eWallet,21.58,1.079,7.2,2,9,5,10
407,C,Alexandria,Member,Female,Food and beverages,21.08,3,2019-02-09,10:25:00,Cash,63.24,3.162,7.3,2,9,5,10
432,A,Cairo,Member,Female,Sports and travel,22.24,10,2019-02-09,11:00:00,Cash,222.4,11.12,4.2,2,9,5,11
116,B,Ismailia,Member,Male,Home and lifestyle,65.91,6,2019-02-09,11:45:00,Cash,395.46,19.773,5.7,2,9,5,11
496,B,Ismailia,Normal,Male,Home and lifestyle,45.97,4,2019-02-09,12:02:00,eWallet,183.88,9.194,5.1,2,9,5,12
968,C,Alexandria,Normal,Female,Electronic accessories,12.45,6,2019-02-09,13:11:00,Cash,74.7,3.735,4.1,2,9,5,13
767,A,Cairo,Member,Male,Food and beverages,31.84,1,2019-02-09,13:22:00,Cash,31.84,1.592,7.7,2,9,5,13
622,C,Alexandria,Member,Female,Home and lifestyle,15.95,6,2019-02-09,17:15:00,Credit card,95.7,4.785,5.1,2,9,5,17
439,C,Alexandria,Normal,Male,Health and beauty,84.61,10,2019-02-09,18:58:00,Credit card,846.1,42.305,8.8,2,9,5,18
48,A,Cairo,Member,Male,Food and beverages,35.04,9,2019-02-09,19:17:00,eWallet,315.36,15.768,4.6,2,9,5,19
957,B,Ismailia,Member,Female,Electronic accessories,81.4,3,2019-02-09,19:43:00,Cash,244.2,12.21,4.8,2,9,5,19
809,B,Ismailia,Normal,Male,Fashion accessories,57.27,3,2019-02-09,20:31:00,eWallet,171.81,8.5905,6.5,2,9,5,20
718,A,Cairo,Member,Female,Fashion accessories,30.14,10,2019-02-10,12:28:00,eWallet,301.4,15.07,9.2,2,10,6,12
707,B,Ismailia,Member,Male,Electronic accessories,18.93,6,2019-02-10,12:45:00,Credit card,113.58,5.679,8.1,2,10,6,12
374,A,Cairo,Normal,Male,Home and lifestyle,74.07,1,2019-02-10,12:50:00,eWallet,74.07,3.7035,9.9,2,10,6,12
559,A,Cairo,Member,Female,Fashion accessories,53.65,7,2019-02-10,12:56:00,eWallet,375.55,18.7775,5.2,2,10,6,12
433,B,Ismailia,Member,Male,Home and lifestyle,36.91,7,2019-02-10,13:51:00,eWallet,258.37,12.9185,6.7,2,10,6,13
110,C,Alexandria,Member,Female,Fashion accessories,73.38,7,2019-02-10,13:56:00,Cash,513.66,25.683,9.5,2,10,6,13
70,A,Cairo,Member,Female,Food and beverages,44.59,5,2019-02-10,15:10:00,Cash,222.95,11.1475,8.5,2,10,6,15
917,C,Alexandria,Normal,Female,Health and beauty,33.47,2,2019-02-10,15:43:00,eWallet,66.94,3.347,6.7,2,10,6,15
347,B,Ismailia,Member,Male,Electronic accessories,48.09,3,2019-02-10,18:23:00,Credit card,144.27,7.2135,7.8,2,10,6,18
729,B,Ismailia,Normal,Female,Sports and travel,34.84,4,2019-02-10,18:36:00,Cash,139.36,6.968,7.4,2,10,6,18
146,C,Alexandria,Member,Female,Electronic accessories,78.13,10,2019-02-10,20:51:00,Cash,781.3,39.065,4.4,2,10,6,20
923,B,Ismailia,Member,Female,Food and beverages,77.2,10,2019-02-11,10:38:00,Credit card,772.0,38.6,5.6,2,11,0,10
225,B,Ismailia,Normal,Female,Home and lifestyle,77.04,3,2019-02-11,10:39:00,Credit card,231.12,11.556,7.2,2,11,0,10
393,B,Ismailia,Normal,Female,Health and beauty,84.09,9,2019-02-11,10:54:00,Cash,756.81,37.8405,8.0,2,11,0,10
519,A,Cairo,Normal,Male,Home and lifestyle,80.08,3,2019-02-11,15:29:00,Cash,240.24,12.012,5.4,2,11,0,15
959,C,Alexandria,Normal,Male,Food and beverages,89.2,10,2019-02-11,15:42:00,Credit card,892.0,44.6,4.4,2,11,0,15
525,A,Cairo,Normal,Female,Sports and travel,94.76,4,2019-02-11,16:06:00,eWallet,379.04,18.952,7.8,2,11,0,16
866,C,Alexandria,Normal,Male,Fashion accessories,62.12,10,2019-02-11,16:19:00,Cash,621.2,31.06,5.9,2,11,0,16
377,C,Alexandria,Member,Male,Home and lifestyle,86.69,5,2019-02-11,18:38:00,eWallet,433.45,21.6725,9.4,2,11,0,18
327,A,Cairo,Normal,Female,Electronic accessories,46.95,5,2019-02-12,10:25:00,eWallet,234.75,11.7375,7.1,2,12,1,10
541,B,Ismailia,Normal,Male,Fashion accessories,94.87,8,2019-02-12,12:58:00,eWallet,758.96,37.948,8.7,2,12,1,12
338,A,Cairo,Member,Female,Sports and travel,71.63,2,2019-02-12,14:33:00,eWallet,143.26,7.163,8.8,2,12,1,14
670,C,Alexandria,Member,Female,Food and beverages,87.1,10,2019-02-12,14:45:00,Credit card,871.0,43.55,9.9,2,12,1,14
253,B,Ismailia,Member,Male,Home and lifestyle,60.38,10,2019-02-12,16:19:00,Cash,603.8,30.19,6.0,2,12,1,16
985,C,Alexandria,Member,Male,Fashion accessories,52.35,1,2019-02-12,17:49:00,Cash,52.35,2.6175,4.0,2,12,1,17
233,A,Cairo,Normal,Male,Health and beauty,25.43,6,2019-02-12,19:01:00,eWallet,152.58,7.629,7.0,2,12,1,19
516,B,Ismailia,Member,Female,Electronic accessories,39.48,1,2019-02-12,19:43:00,Cash,39.48,1.974,6.5,2,12,1,19
43,C,Alexandria,Normal,Female,Fashion accessories,22.51,7,2019-02-13,10:50:00,Credit card,157.57,7.8785,4.8,2,13,2,10
76,B,Ismailia,Member,Female,Sports and travel,20.18,4,2019-02-13,12:14:00,Credit card,80.72,4.036,5.0,2,13,2,12
56,A,Cairo,Member,Male,Electronic accessories,32.25,4,2019-02-13,12:38:00,eWallet,129.0,6.45,6.5,2,13,2,12
358,B,Ismailia,Normal,Male,Sports and travel,13.69,6,2019-02-13,13:59:00,Cash,82.14,4.107,6.3,2,13,2,13
294,C,Alexandria,Member,Female,Fashion accessories,92.98,2,2019-02-13,15:06:00,Credit card,185.96,9.298,8.0,2,13,2,15
834,B,Ismailia,Member,Female,Fashion accessories,29.56,5,2019-02-13,16:59:00,Cash,147.8,7.39,6.9,2,13,2,16
542,C,Alexandria,Member,Female,Food and beverages,14.87,2,2019-02-13,18:15:00,Credit card,29.74,1.487,8.9,2,13,2,18
563,A,Cairo,Member,Male,Electronic accessories,76.82,1,2019-02-13,18:27:00,eWallet,76.82,3.841,7.2,2,13,2,18
158,C,Alexandria,Member,Male,Food and beverages,27.66,10,2019-02-14,11:26:00,Credit card,276.6,13.83,8.9,2,14,3,11
8,B,Ismailia,Member,Female,Sports and travel,60.08,7,2019-02-14,11:36:00,Credit card,420.56,21.028,4.5,2,14,3,11
536,C,Alexandria,Normal,Female,Health and beauty,58.32,2,2019-02-14,12:42:00,eWallet,116.64,5.832,6.0,2,14,3,12
941,B,Ismailia,Member,Male,Health and beauty,75.74,4,2019-02-14,14:35:00,Cash,302.96,15.148,7.6,2,14,3,14
515,A,Cairo,Member,Male,Health and beauty,91.3,1,2019-02-14,14:42:00,eWallet,91.3,4.565,9.2,2,14,3,14
55,A,Cairo,Normal,Male,Sports and travel,44.65,3,2019-02-14,15:04:00,Cash,133.95,6.6975,6.2,2,14,3,15
665,A,Cairo,Normal,Female,Electronic accessories,99.56,8,2019-02-14,17:03:00,Credit card,796.48,39.824,5.2,2,14,3,17
79,C,Alexandria,Member,Male,Food and beverages,99.37,2,2019-02-14,17:29:00,Cash,198.74,9.937,5.2,2,14,3,17
251,A,Cairo,Normal,Female,Food and beverages,67.1,3,2019-02-15,10:36:00,Cash,201.3,10.065,7.5,2,15,4,10
152,C,Alexandria,Member,Female,Electronic accessories,98.84,1,2019-02-15,11:21:00,Cash,98.84,4.942,8.4,2,15,4,11
176,C,Alexandria,Normal,Female,Electronic accessories,32.8,10,2019-02-15,12:12:00,Cash,328.0,16.4,6.2,2,15,4,12
532,C,Alexandria,Member,Female,Fashion accessories,80.48,3,2019-02-15,12:31:00,Cash,241.44,12.072,8.1,2,15,4,12
367,B,Ismailia,Member,Male,Home and lifestyle,17.77,5,2019-02-15,12:42:00,Credit card,88.85,4.4425,5.4,2,15,4,12
148,B,Ismailia,Normal,Female,Fashion accessories,72.84,7,2019-02-15,12:44:00,Cash,509.88,25.494,8.4,2,15,4,12
61,A,Cairo,Normal,Male,Food and beverages,52.2,3,2019-02-15,13:30:00,Credit card,156.6,7.83,9.5,2,15,4,13
155,B,Ismailia,Normal,Male,Health and beauty,57.59,6,2019-02-15,13:51:00,Cash,345.54,17.277,5.1,2,15,4,13
747,B,Ismailia,Member,Female,Food and beverages,77.4,9,2019-02-15,14:15:00,Credit card,696.6,34.83,4.5,2,15,4,14
949,C,Alexandria,Member,Female,Fashion accessories,99.3,10,2019-02-15,14:53:00,Credit card,993.0,49.65,6.6,2,15,4,14
485,A,Cairo,Normal,Male,Fashion accessories,51.94,3,2019-02-15,15:21:00,Cash,155.82,7.791,7.9,2,15,4,15
37,A,Cairo,Normal,Female,Home and lifestyle,69.96,8,2019-02-15,17:01:00,Credit card,559.68,27.984,6.4,2,15,4,17
552,C,Alexandria,Normal,Male,Health and beauty,33.64,8,2019-02-15,17:10:00,Credit card,269.12,13.456,9.3,2,15,4,17
277,B,Ismailia,Member,Male,Sports and travel,88.31,1,2019-02-15,17:38:00,Credit card,88.31,4.4155,5.2,2,15,4,17
227,C,Alexandria,Member,Female,Sports and travel,24.74,3,2019-02-15,17:47:00,Credit card,74.22,3.711,10.0,2,15,4,17
336,A,Cairo,Normal,Male,Health and beauty,15.26,6,2019-02-15,18:03:00,eWallet,91.56,4.578,9.8,2,15,4,18
375,C,Alexandria,Member,Male,Health and beauty,68.55,4,2019-02-15,20:21:00,Credit card,274.2,13.71,9.2,2,15,4,20
972,B,Ismailia,Member,Female,Health and beauty,76.9,7,2019-02-15,20:21:00,Cash,538.3,26.915,7.7,2,15,4,20
411,B,Ismailia,Normal,Female,Electronic accessories,88.25,9,2019-02-15,20:51:00,Credit card,794.25,39.7125,7.6,2,15,4,20
970,A,Cairo,Member,Male,Food and beverages,24.82,7,2019-02-16,10:33:00,Credit card,173.74,8.687,7.1,2,16,5,10
996,B,Ismailia,Normal,Female,Fashion accessories,36.51,9,2019-02-16,10:52:00,Cash,328.59,16.4295,4.2,2,16,5,10
169,B,Ismailia,Normal,Male,Sports and travel,51.91,10,2019-02-16,12:21:00,Cash,519.1,25.955,8.2,2,16,5,12
384,C,Alexandria,Member,Female,Health and beauty,47.71,6,2019-02-16,14:19:00,eWallet,286.26,14.313,4.4,2,16,5,14
618,B,Ismailia,Member,Male,Fashion accessories,91.35,1,2019-02-16,15:42:00,Cash,91.35,4.5675,6.8,2,16,5,15
209,C,Alexandria,Member,Male,Electronic accessories,12.05,5,2019-02-16,15:53:00,eWallet,60.25,3.0125,5.5,2,16,5,15
599,C,Alexandria,Member,Female,Fashion accessories,97.79,7,2019-02-16,17:30:00,eWallet,684.53,34.2265,4.9,2,16,5,17
32,B,Ismailia,Member,Male,Fashion accessories,60.18,4,2019-02-16,18:04:00,Credit card,240.72,12.036,9.4,2,16,5,18
637,A,Cairo,Member,Male,Food and beverages,80.96,8,2019-02-17,11:12:00,Credit card,647.68,32.384,7.4,2,17,6,11
663,A,Cairo,Normal,Male,Electronic accessories,34.56,5,2019-02-17,11:15:00,eWallet,172.8,8.64,9.9,2,17,6,11
858,A,Cairo,Normal,Male,Fashion accessories,45.38,3,2019-02-17,13:34:00,Credit card,136.14,6.807,7.2,2,17,6,13
604,B,Ismailia,Member,Male,Electronic accessories,87.45,6,2019-02-17,14:40:00,Credit card,524.7,26.235,8.8,2,17,6,14
852,B,Ismailia,Member,Female,Electronic accessories,35.74,8,2019-02-17,15:28:00,eWallet,285.92,14.296,4.9,2,17,6,15
28,A,Cairo,Member,Female,Health and beauty,92.09,3,2019-02-17,16:27:00,Cash,276.27,13.8135,4.2,2,17,6,16
117,C,Alexandria,Member,Female,Sports and travel,67.99,7,2019-02-17,16:50:00,eWallet,475.93,23.7965,5.7,2,17,6,16
874,A,Cairo,Member,Female,Home and lifestyle,88.79,8,2019-02-17,17:09:00,Cash,710.32,35.516,4.1,2,17,6,17
659,A,Cairo,Normal,Male,Food and beverages,32.9,3,2019-02-17,17:27:00,Credit card,98.7,4.935,9.1,2,17,6,17
359,C,Alexandria,Normal,Male,Electronic accessories,11.81,5,2019-02-17,18:06:00,Cash,59.05,2.9525,9.4,2,17,6,18
19,C,Alexandria,Normal,Female,Sports and travel,46.66,9,2019-02-17,19:11:00,eWallet,419.94,20.997,5.3,2,17,6,19
899,A,Cairo,Normal,Male,Sports and travel,98.09,9,2019-02-17,19:41:00,Cash,882.81,44.1405,9.3,2,17,6,19
396,C,Alexandria,Member,Female,Food and beverages,71.39,5,2019-02-17,19:57:00,Credit card,356.95,17.8475,5.5,2,17,6,19
689,C,Alexandria,Member,Female,Electronic accessories,60.95,1,2019-02-18,11:40:00,eWallet,60.95,3.0475,5.9,2,18,0,11
935,A,Cairo,Member,Female,Fashion accessories,88.34,7,2019-02-18,13:28:00,Cash,618.38,30.919,6.6,2,18,0,13
830,B,Ismailia,Normal,Female,Health and beauty,14.76,2,2019-02-18,14:42:00,eWallet,29.52,1.476,4.3,2,18,0,14
313,A,Cairo,Member,Female,Home and lifestyle,34.42,6,2019-02-18,15:39:00,Cash,206.52,10.326,9.8,2,18,0,15
854,C,Alexandria,Member,Male,Health and beauty,44.07,4,2019-02-18,16:28:00,eWallet,176.28,8.814,8.4,2,18,0,16
617,C,Alexandria,Normal,Male,Fashion accessories,90.22,3,2019-02-18,19:39:00,Cash,270.66,13.533,6.2,2,18,0,19
217,A,Cairo,Member,Female,Electronic accessories,62.48,1,2019-02-18,20:29:00,Cash,62.48,3.124,4.7,2,18,0,20
385,A,Cairo,Normal,Female,Fashion accessories,98.48,2,2019-02-19,10:12:00,eWallet,196.96,9.848,9.2,2,19,1,10
988,C,Alexandria,Normal,Male,Electronic accessories,71.89,8,2019-02-19,11:33:00,eWallet,575.12,28.756,5.5,2,19,1,11
436,A,Cairo,Normal,Male,Health and beauty,50.79,5,2019-02-19,14:53:00,Credit card,253.95,12.6975,5.3,2,19,1,14
355,A,Cairo,Member,Female,Food and beverages,98.66,9,2019-02-19,15:07:00,Cash,887.94,44.397,8.4,2,19,1,15
90,C,Alexandria,Normal,Female,Electronic accessories,77.63,9,2019-02-19,15:14:00,eWallet,698.67,34.9335,7.2,2,19,1,15
206,C,Alexandria,Normal,Female,Food and beverages,41.24,4,2019-02-19,16:23:00,Cash,164.96,8.248,7.1,2,19,1,16
650,C,Alexandria,Normal,Male,Health and beauty,21.8,8,2019-02-19,19:24:00,Cash,174.4,8.72,8.3,2,19,1,19
818,B,Ismailia,Member,Female,Sports and travel,64.08,7,2019-02-19,19:29:00,Credit card,448.56,22.428,7.3,2,19,1,19
961,A,Cairo,Member,Male,Electronic accessories,69.58,9,2019-02-19,19:38:00,Credit card,626.22,31.311,7.8,2,19,1,19
845,B,Ismailia,Member,Male,Food and beverages,57.74,3,2019-02-20,13:06:00,eWallet,173.22,8.661,7.7,2,20,2,13
934,C,Alexandria,Member,Female,Home and lifestyle,86.27,1,2019-02-20,13:24:00,eWallet,86.27,4.3135,7.0,2,20,2,13
726,B,Ismailia,Member,Female,Food and beverages,54.84,3,2019-02-20,13:27:00,Credit card,164.52,8.226,5.9,2,20,2,13
261,B,Ismailia,Member,Male,Sports and travel,31.99,10,2019-02-20,15:18:00,Credit card,319.9,15.995,9.9,2,20,2,15
539,B,Ismailia,Normal,Male,Food and beverages,39.9,10,2019-02-20,15:24:00,Credit card,399.0,19.95,5.9,2,20,2,15
538,A,Cairo,Member,Male,Home and lifestyle,37.69,2,2019-02-20,15:29:00,eWallet,75.38,3.769,9.5,2,20,2,15
847,A,Cairo,Member,Male,Food and beverages,92.29,5,2019-02-20,15:55:00,Credit card,461.45,23.0725,9.0,2,20,2,15
762,A,Cairo,Normal,Female,Health and beauty,32.32,10,2019-02-20,16:49:00,Credit card,323.2,16.16,10.0,2,20,2,16
487,B,Ismailia,Normal,Male,Health and beauty,66.68,5,2019-02-20,18:01:00,Cash,333.4,16.67,7.6,2,20,2,18
451,B,Ismailia,Normal,Male,Food and beverages,60.3,4,2019-02-20,18:43:00,Cash,241.2,12.06,5.8,2,20,2,18
360,C,Alexandria,Normal,Female,Health and beauty,83.66,5,2019-02-21,10:26:00,Cash,418.3,20.915,7.2,2,21,3,10
750,C,Alexandria,Normal,Female,Sports and travel,98.8,2,2019-02-21,11:39:00,Cash,197.6,9.88,7.7,2,21,3,11
218,C,Alexandria,Member,Female,Fashion accessories,12.54,1,2019-02-21,12:38:00,Cash,12.54,0.627,8.2,2,21,3,12
493,B,Ismailia,Member,Male,Health and beauty,39.91,3,2019-02-21,12:40:00,eWallet,119.73,5.9865,9.3,2,21,3,12
273,A,Cairo,Member,Female,Electronic accessories,94.64,3,2019-02-21,16:55:00,Cash,283.92,14.196,5.5,2,21,3,16
202,B,Ismailia,Member,Male,Fashion accessories,73.82,4,2019-02-21,18:31:00,Cash,295.28,14.764,6.7,2,21,3,18
478,C,Alexandria,Member,Female,Food and beverages,30.41,1,2019-02-22,10:36:00,Credit card,30.41,1.5205,8.4,2,22,4,10
906,B,Ismailia,Normal,Female,Fashion accessories,39.75,5,2019-02-22,10:43:00,eWallet,198.75,9.9375,9.6,2,22,4,10
589,B,Ismailia,Normal,Female,Fashion accessories,54.31,9,2019-02-22,10:49:00,Cash,488.79,24.4395,8.9,2,22,4,10
839,B,Ismailia,Normal,Male,Home and lifestyle,68.97,3,2019-02-22,11:26:00,eWallet,206.91,10.3455,8.7,2,22,4,11
916,C,Alexandria,Member,Female,Home and lifestyle,12.73,2,2019-02-22,12:10:00,Credit card,25.46,1.273,5.2,2,22,4,12
878,A,Cairo,Member,Female,Electronic accessories,17.42,10,2019-02-22,12:30:00,eWallet,174.2,8.71,7.0,2,22,4,12
954,A,Cairo,Member,Female,Sports and travel,24.49,10,2019-02-22,15:15:00,Cash,244.9,12.245,8.1,2,22,4,15
308,A,Cairo,Normal,Male,Home and lifestyle,65.82,1,2019-02-22,15:33:00,Cash,65.82,3.291,4.1,2,22,4,15
797,C,Alexandria,Normal,Male,Sports and travel,95.49,7,2019-02-22,18:17:00,eWallet,668.43,33.4215,8.7,2,22,4,18
915,B,Ismailia,Normal,Female,Fashion accessories,47.44,1,2019-02-22,18:19:00,Credit card,47.44,2.372,6.8,2,22,4,18
724,B,Ismailia,Normal,Male,Fashion accessories,17.49,10,2019-02-22,18:35:00,eWallet,174.9,8.745,6.6,2,22,4,18
907,B,Ismailia,Member,Female,Electronic accessories,75.59,9,2019-02-23,11:12:00,Cash,680.31,34.0155,8.0,2,23,5,11
369,B,Ismailia,Normal,Female,Electronic accessories,14.96,8,2019-02-23,12:29:00,Cash,119.68,5.984,8.6,2,23,5,12
775,C,Alexandria,Normal,Male,Food and beverages,35.89,1,2019-02-23,16:52:00,Credit card,35.89,1.7945,7.9,2,23,5,16
210,A,Cairo,Member,Female,Food and beverages,73.47,4,2019-02-23,18:30:00,Cash,293.88,14.694,6.0,2,23,5,18
855,C,Alexandria,Member,Female,Food and beverages,80.36,4,2019-02-23,18:45:00,Credit card,321.44,16.072,8.3,2,23,5,18
492,C,Alexandria,Member,Male,Sports and travel,58.39,7,2019-02-23,19:49:00,Credit card,408.73,20.4365,8.2,2,23,5,19
727,B,Ismailia,Member,Female,Food and beverages,98.79,3,2019-02-23,20:00:00,eWallet,296.37,14.8185,6.4,2,23,5,20
104,B,Ismailia,Normal,Female,Health and beauty,17.97,4,2019-02-23,20:43:00,eWallet,71.88,3.594,6.4,2,23,5,20
93,A,Cairo,Member,Female,Home and lifestyle,47.68,2,2019-02-24,10:10:00,Credit card,95.36,4.768,4.1,2,24,6,10
875,C,Alexandria,Normal,Male,Home and lifestyle,55.73,6,2019-02-24,10:55:00,eWallet,334.38,16.719,7.0,2,24,6,10
264,C,Alexandria,Normal,Female,Home and lifestyle,73.56,10,2019-02-24,11:38:00,eWallet,735.6,36.78,8.0,2,24,6,11
725,B,Ismailia,Normal,Female,Sports and travel,57.95,6,2019-02-24,13:02:00,Cash,347.7,17.385,5.2,2,24,6,13
505,C,Alexandria,Member,Female,Health and beauty,10.16,5,2019-02-24,13:08:00,eWallet,50.8,2.54,4.1,2,24,6,13
326,B,Ismailia,Normal,Female,Food and beverages,26.43,8,2019-02-24,14:26:00,eWallet,211.44,10.572,8.9,2,24,6,14
792,C,Alexandria,Normal,Male,Electronic accessories,24.74,10,2019-02-24,16:44:00,Cash,247.4,12.37,7.1,2,24,6,16
350,A,Cairo,Normal,Female,Electronic accessories,40.26,10,2019-02-24,18:06:00,Credit card,402.6,20.13,5.0,2,24,6,18
171,B,Ismailia,Member,Male,Fashion accessories,83.77,2,2019-02-24,19:57:00,Cash,167.54,8.377,4.6,2,24,6,19
246,C,Alexandria,Member,Male,Electronic accessories,86.04,5,2019-02-25,11:24:00,eWallet,430.2,21.51,4.8,2,25,0,11
958,B,Ismailia,Normal,Female,Electronic accessories,52.79,10,2019-02-25,11:58:00,eWallet,527.9,26.395,10.0,2,25,0,11
583,B,Ismailia,Member,Female,Food and beverages,62.85,4,2019-02-25,13:22:00,eWallet,251.4,12.57,8.7,2,25,0,13
495,B,Ismailia,Member,Male,Health and beauty,42.57,8,2019-02-25,14:12:00,eWallet,340.56,17.028,5.6,2,25,0,14
315,A,Cairo,Member,Female,Electronic accessories,68.84,6,2019-02-25,14:36:00,eWallet,413.04,20.652,5.8,2,25,0,14
789,C,Alexandria,Normal,Male,Food and beverages,48.61,1,2019-02-25,15:31:00,Cash,48.61,2.4305,4.4,2,25,0,15
